ID,DRUNK_DR
0,0.3139203190803528
1,0.3643057942390442
2,0.353233277797699
3,0.3090254068374634
4,0.31885507702827454
5,0.41759026050567627
6,0.31231480836868286
7,0.33466118574142456
8,0.3407754600048065
9,0.3353589177131653
10,0.309157133102417
11,0.4650487005710602
12,0.31304025650024414
13,0.3944377303123474
14,0.32043370604515076
15,0.31825098395347595
16,0.4305530786514282
17,0.3132939636707306
18,0.3511511981487274
19,0.3128141164779663
20,0.3667425811290741
21,0.3630181849002838
22,0.309157133102417
23,0.31280356645584106
24,0.3217308521270752
25,0.3174656331539154
26,0.339085191488266
27,0.3129267692565918
28,0.33002063632011414
29,0.31349289417266846
30,0.399213969707489
31,0.3096449673175812
32,0.3761298656463623
33,0.40394243597984314
34,0.31470659375190735
35,0.3255716860294342
36,0.45925405621528625
37,0.31687772274017334
38,0.31122589111328125
39,0.49190905690193176
40,0.30699607729911804
41,0.3455169200897217
42,0.38421037793159485
43,0.31074967980384827
44,0.34931817650794983
45,0.309157133102417
46,0.4080117344856262
47,0.3200959861278534
48,0.31016629934310913
49,0.3179832696914673
50,0.3100999593734741
51,0.42992234230041504
52,0.48151901364326477
53,0.42212799191474915
54,0.3086157441139221
55,0.3152449131011963
56,0.33931317925453186
57,0.3215705454349518
58,0.3160354793071747
59,0.4556422531604767
60,0.44934940338134766
61,0.3090254068374634
62,0.3175317347049713
63,0.4149909019470215
64,0.3606013059616089
65,0.31443384289741516
66,0.309157133102417
67,0.31767264008522034
68,0.4093770384788513
69,0.5170774459838867
70,0.309157133102417
71,0.31074967980384827
72,0.31382566690444946
73,0.3353589177131653
74,0.3773506283760071
75,0.35984212160110474
76,0.31143760681152344
77,0.31333300471305847
78,0.30807432532310486
79,0.3989306390285492
80,0.3289491832256317
81,0.346396803855896
82,0.4956500828266144
83,0.33961400389671326
84,0.31231480836868286
85,0.3228616416454315
86,0.30807432532310486
87,0.4260811507701874
88,0.3125940263271332
89,0.4525291621685028
90,0.3091840147972107
91,0.31143760681152344
92,0.3223865330219269
93,0.3746679723262787
94,0.3231278657913208
95,0.4575173556804657
96,0.3107254207134247
97,0.4154035747051239
98,0.32502615451812744
99,0.313259482383728
100,0.3107254207134247
101,0.31545448303222656
102,0.31687772274017334
103,0.3206792175769806
104,0.3937819004058838
105,0.30843526124954224
106,0.3347625434398651
107,0.42884886264801025
108,0.34180623292922974
109,0.3127073049545288
110,0.46888819336891174
111,0.30843526124954224
112,0.45925405621528625
113,0.370712548494339
114,0.5172569155693054
115,0.46141302585601807
116,0.36705783009529114
117,0.31111955642700195
118,0.3220568895339966
119,0.3846063017845154
120,0.3415399193763733
121,0.41833361983299255
122,0.3206792175769806
123,0.31577068567276
124,0.3350999653339386
125,0.34931817650794983
126,0.31143760681152344
127,0.4204104542732239
128,0.4375499188899994
129,0.3077213168144226
130,0.31209179759025574
131,0.32513266801834106
132,0.3284490406513214
133,0.4589572548866272
134,0.3122478425502777
135,0.309157133102417
136,0.402155339717865
137,0.3171103000640869
138,0.43450143933296204
139,0.32043370604515076
140,0.309157133102417
141,0.4016401469707489
142,0.3114674389362335
143,0.4091501832008362
144,0.3164241909980774
145,0.3418298363685608
146,0.5276415944099426
147,0.34931817650794983
148,0.3350999653339386
149,0.31353646516799927
150,0.34931817650794983
151,0.5170774459838867
152,0.31338706612586975
153,0.372254341840744
154,0.309157133102417
155,0.30807432532310486
156,0.34415897727012634
157,0.331967294216156
158,0.32132673263549805
159,0.31994807720184326
160,0.3133150041103363
161,0.3474867343902588
162,0.37706252932548523
163,0.3333454728126526
164,0.31776341795921326
165,0.3679485023021698
166,0.344757616519928
167,0.3216504752635956
168,0.3126763105392456
169,0.30843526124954224
170,0.43594422936439514
171,0.4091501832008362
172,0.35497674345970154
173,0.3302936553955078
174,0.45344817638397217
175,0.3136126399040222
176,0.3133898079395294
177,0.309157133102417
178,0.3352060914039612
179,0.309157133102417
180,0.31687772274017334
181,0.3211648464202881
182,0.31074967980384827
183,0.40060171484947205
184,0.48137620091438293
185,0.36657601594924927
186,0.309157133102417
187,0.309157133102417
188,0.34931817650794983
189,0.3118322193622589
190,0.364627867937088
191,0.3163054883480072
192,0.3537788987159729
193,0.4029688835144043
194,0.344757616519928
195,0.3677258789539337
196,0.309157133102417
197,0.30807432532310486
198,0.36898332834243774
199,0.31016629934310913
200,0.35497674345970154
201,0.4938868582248688
202,0.34748393297195435
203,0.30807432532310486
204,0.3273400664329529
205,0.4295268952846527
206,0.37991684675216675
207,0.3090254068374634
208,0.5115802884101868
209,0.30741259455680847
210,0.3141306936740875
211,0.3348877727985382
212,0.3366372883319855
213,0.3239196836948395
214,0.3407754600048065
215,0.3121309280395508
216,0.31351402401924133
217,0.4897950291633606
218,0.39973387122154236
219,0.3131617307662964
220,0.3242350220680237
221,0.3118322193622589
222,0.31758761405944824
223,0.309157133102417
224,0.46705561876296997
225,0.31416165828704834
226,0.49153760075569153
227,0.43450143933296204
228,0.3285280168056488
229,0.31231480836868286
230,0.4463348388671875
231,0.4097355604171753
232,0.309157133102417
233,0.32020604610443115
234,0.32325464487075806
235,0.36415043473243713
236,0.3302936553955078
237,0.3100999593734741
238,0.30807432532310486
239,0.3122251629829407
240,0.36584433913230896
241,0.4075091779232025
242,0.3206792175769806
243,0.31382566690444946
244,0.31495171785354614
245,0.3407754600048065
246,0.309157133102417
247,0.3591248393058777
248,0.31996703147888184
249,0.4092097282409668
250,0.45154452323913574
251,0.3284222483634949
252,0.3206792175769806
253,0.3308051824569702
254,0.37852200865745544
255,0.48416996002197266
256,0.31353646516799927
257,0.3430202305316925
258,0.31831681728363037
259,0.3937819004058838
260,0.3152623474597931
261,0.3215705454349518
262,0.43716171383857727
263,0.3639524281024933
264,0.3400495648384094
265,0.3130376636981964
266,0.330819308757782
267,0.41139665246009827
268,0.3132532238960266
269,0.4832801818847656
270,0.315374493598938
271,0.30843526124954224
272,0.3146932125091553
273,0.309157133102417
274,0.309157133102417
275,0.3125896751880646
276,0.41364312171936035
277,0.31003835797309875
278,0.3077133893966675
279,0.45364654064178467
280,0.45733320713043213
281,0.5170774459838867
282,0.3207554519176483
283,0.32169079780578613
284,0.3069915175437927
285,0.3703775703907013
286,0.3907519280910492
287,0.309157133102417
288,0.31231480836868286
289,0.46141302585601807
290,0.38532376289367676
291,0.309157133102417
292,0.3077213168144226
293,0.4956500828266144
294,0.3572689890861511
295,0.40897250175476074
296,0.4345513582229614
297,0.3129267692565918
298,0.31111955642700195
299,0.3302936553955078
300,0.3086157441139221
301,0.3474867343902588
302,0.309157133102417
303,0.318645179271698
304,0.37739789485931396
305,0.34059271216392517
306,0.3077133893966675
307,0.36519479751586914
308,0.309157133102417
309,0.3474867343902588
310,0.3588905930519104
