ID,DRUNK_DR
0,-1.1839795112609863
1,-1.4995417594909668
2,-2.2363877296447754
3,-3.68966007232666
4,-3.2500879764556885
5,-0.9248757362365723
6,-2.1860342025756836
7,-1.380811095237732
8,-2.0425734519958496
9,-0.6472247242927551
10,-3.351630926132202
11,0.5269933938980103
12,-3.0807485580444336
13,1.0050829648971558
14,-2.1725404262542725
15,-3.086276054382324
16,0.7070209980010986
17,-2.9774179458618164
18,-1.0274912118911743
19,-2.675527811050415
20,-1.4389961957931519
21,-0.3262108266353607
22,-3.299204111099243
23,-3.2399892807006836
24,-2.038804292678833
25,-3.4579365253448486
26,0.029723268002271652
27,-1.8934221267700195
28,-1.8684818744659424
29,-2.4662795066833496
30,0.6301079392433167
31,-2.5792155265808105
32,-0.6504077911376953
33,-1.3978686332702637
34,-1.596941590309143
35,0.2361976057291031
36,1.0303401947021484
37,-2.5228586196899414
38,-2.769662618637085
39,0.6036085486412048
40,-3.902576208114624
41,-0.5821298956871033
42,0.12180110067129135
43,-3.114103078842163
44,-0.2178274393081665
45,-2.8382675647735596
46,1.50816011428833
47,-2.903177261352539
48,-4.201658725738525
49,-1.2292799949645996
50,-4.542421340942383
51,-1.2502155303955078
52,1.4104284048080444
53,0.6634452939033508
54,-3.5320990085601807
55,-2.324666976928711
56,-1.7496147155761719
57,-1.5208394527435303
58,-1.9939329624176025
59,0.4851815700531006
60,-0.3431103527545929
61,-3.9003469944000244
62,-1.1904873847961426
63,1.3873817920684814
64,-1.4153857231140137
65,-3.9640252590179443
66,-2.8437116146087646
67,-0.9344597458839417
68,0.5612097382545471
69,1.133163332939148
70,-1.0726929903030396
71,-1.4359157085418701
72,-1.8282392024993896
73,-1.901665449142456
74,-0.18777316808700562
75,0.19522666931152344
76,-3.5987095832824707
77,-1.6283656358718872
78,-2.362792491912842
79,-0.8761951327323914
80,-1.0185102224349976
81,-0.8860650658607483
82,1.2464529275894165
83,-1.390840768814087
84,-2.8179900646209717
85,-2.528209686279297
86,-2.670849084854126
87,1.4247151613235474
88,-1.6118688583374023
89,1.0778332948684692
90,-3.6736605167388916
91,-2.833268165588379
92,-1.2292176485061646
93,0.2836442291736603
94,-0.9914950728416443
95,0.8551191687583923
96,-2.523768663406372
97,-0.47504884004592896
98,-2.496023178100586
99,-1.3174479007720947
100,-2.6421027183532715
101,-2.200263023376465
102,-2.515069007873535
103,-2.4538686275482178
104,0.15159404277801514
105,-3.4516942501068115
106,-0.8523328900337219
107,0.3639344274997711
108,-0.08247959613800049
109,-4.731054306030273
110,0.9216502904891968
111,-2.8111536502838135
112,0.7452579140663147
113,-0.7508381009101868
114,1.1779043674468994
115,1.6074750423431396
116,-0.6280613541603088
117,-3.339759588241577
118,-1.871597170829773
119,0.38963809609413147
120,-0.424924373626709
121,1.1657135486602783
122,-2.182072162628174
123,-2.204026222229004
124,-0.8219252228736877
125,-2.7322723865509033
126,-3.236921548843384
127,-1.3978477716445923
128,1.4544366598129272
129,-3.8755733966827393
130,-3.888303279876709
131,-2.5837388038635254
132,-1.9144206047058105
133,0.17924518883228302
134,-2.660291910171509
135,-3.7180426120758057
136,-0.328108549118042
137,-3.3134446144104004
138,0.7945640087127686
139,-1.8801852464675903
140,-2.850921392440796
141,0.036368343979120255
142,-3.4919912815093994
143,0.3951513469219208
144,-2.6012096405029297
145,-1.6427561044692993
146,2.7494442462921143
147,-0.12052418291568756
148,-0.5710429549217224
149,-3.1072943210601807
150,-2.6034257411956787
151,0.9140832424163818
152,-3.01883864402771
153,-1.6984131336212158
154,-2.9425151348114014
155,-3.209758758544922
156,-0.5184376239776611
157,-4.112194538116455
158,-1.661645531654358
159,-2.525888442993164
160,-3.1113154888153076
161,-1.2093148231506348
162,0.048787206411361694
163,-3.604922294616699
164,-2.691525936126709
165,-1.7823914289474487
166,-0.6009639501571655
167,-2.1793220043182373
168,-3.306190013885498
169,-3.470914125442505
170,-0.3549078702926636
171,1.1673029661178589
172,0.20200960338115692
173,-2.6485047340393066
174,0.2751957178115845
175,-2.744736433029175
176,-2.5867421627044678
177,-2.7227678298950195
178,-1.8830252885818481
179,-2.314976453781128
180,-3.5750892162323
181,-1.305657982826233
182,-3.963939905166626
183,1.6837772130966187
184,0.6530318260192871
185,-0.6930499076843262
186,-2.5890274047851562
187,-3.204693078994751
188,-0.47507235407829285
189,-2.363107919692993
190,-0.4128008186817169
191,-2.582672357559204
192,0.7851293087005615
193,0.2854033410549164
194,0.20177695155143738
195,-0.5593181848526001
196,-2.9679057598114014
197,-3.717151403427124
198,0.6590527296066284
199,-3.467244863510132
200,-0.07993049919605255
201,1.1635839939117432
202,-2.3365790843963623
203,-3.6151137351989746
204,-1.4645878076553345
205,1.0294663906097412
206,-0.13669264316558838
207,-4.217195510864258
208,1.0462442636489868
209,-1.9880629777908325
210,-2.8580942153930664
211,-1.903031349182129
212,-0.8767595887184143
213,-1.8168573379516602
214,-2.024134874343872
215,-4.499143123626709
216,-2.8354294300079346
217,1.2449088096618652
218,0.6247504949569702
219,-2.1813831329345703
220,-1.1569875478744507
221,-2.338280439376831
222,-2.315169334411621
223,-1.88551926612854
224,0.6543740630149841
225,-2.4867725372314453
226,1.7845087051391602
227,0.8544076681137085
228,-2.4816527366638184
229,-2.283348321914673
230,0.43160390853881836
231,-0.6542868614196777
232,-3.0539777278900146
233,-4.632250785827637
234,-1.1356916427612305
235,-1.4644256830215454
236,-0.9001908302307129
237,-3.2126495838165283
238,-2.626457929611206
239,-4.477951526641846
240,-1.3968408107757568
241,0.23456576466560364
242,-2.892676591873169
243,-2.0214333534240723
244,-2.185904026031494
245,-1.2394111156463623
246,-2.489636182785034
247,0.2505522668361664
248,-1.9215964078903198
249,0.6038126945495605
250,0.6723931431770325
251,-1.5248081684112549
252,0.050703905522823334
253,-3.0528507232666016
254,-1.482304573059082
255,1.5174832344055176
256,-2.069960117340088
257,-2.5341107845306396
258,-2.762983560562134
259,-0.8175707459449768
260,-2.0590367317199707
261,-2.1480422019958496
262,0.8679305911064148
263,-0.3674682080745697
264,-0.13042785227298737
265,-1.8442633152008057
266,-2.9208199977874756
267,0.8572225570678711
268,-2.6242306232452393
269,0.8378013372421265
270,-2.050431728363037
271,-2.716902732849121
272,-2.0978097915649414
273,-0.7412325143814087
274,-2.8919036388397217
275,-1.7507702112197876
276,0.7492637634277344
277,-3.387622594833374
278,-3.203105926513672
279,0.7641580104827881
280,-0.2072998285293579
281,1.9256333112716675
282,-2.673046112060547
283,-2.1541121006011963
284,-3.7263381481170654
285,-0.34775495529174805
286,-0.42118316888809204
287,-3.1916775703430176
288,-1.3844915628433228
289,1.5870884656906128
290,-0.16983452439308167
291,-3.0740389823913574
292,-4.2539215087890625
293,1.4653534889221191
294,-0.4897618293762207
295,0.42274928092956543
296,-0.25465312600135803
297,-2.007021427154541
298,-1.4070665836334229
299,-1.1809496879577637
300,-3.4644036293029785
301,-1.44563627243042
302,-2.9721553325653076
303,-1.6224931478500366
304,-0.15092825889587402
305,-0.7282720804214478
306,-3.0415444374084473
307,-0.6157150864601135
308,-3.246264696121216
309,-1.7709203958511353
310,-1.3432308435440063
311,0.5573455691337585
312,-2.250603437423706
313,-0.5548663139343262
314,-2.3757529258728027
315,-1.8529287576675415
316,-0.7693831920623779
317,-1.4258254766464233
318,-2.400148630142212
319,1.2629263401031494
320,-3.327286720275879
321,1.5127054452896118
322,-1.9233943223953247
323,-1.9922093152999878
324,-0.42537882924079895
325,-2.225525379180908
326,1.1712229251861572
327,-3.4689579010009766
328,-1.7749576568603516
329,-0.7635210752487183
330,-3.106333017349243
331,-1.4315241575241089
332,-1.0653011798858643
333,-2.5184848308563232
334,-3.179959535598755
335,-3.408834457397461
336,-0.7844440340995789
337,0.8288371562957764
338,-2.9155168533325195
339,-2.474623203277588
340,-0.8994262218475342
341,0.611086905002594
342,-0.2683561444282532
343,-0.24697303771972656
